userName,score,at,content
Pad Il,1,2025-05-25 14:42:30,"aplikasi ini, cukup membantu dan memudahkan saya, untuk belanja keperluan sehari saya. trimakasi Shopee👍"
Babang Nur,5,2025-05-25 14:41:47,mantap
FF Fifa mobile,3,2025-05-25 14:41:36,lumayan
Afan Ckm,5,2025-05-25 14:37:29,mantap 🗿🗿😹😹😹😹
Bulle Onars,5,2025-05-25 14:36:54,nice
BOEDY NADIRA,5,2025-05-25 14:35:34,Barangnya selalu real pict..thks shopee
tri gigih sp,1,2025-05-25 14:35:16,tiap buka shopee selalu bunyi orang live. aplikasi udah berat juga. sering nge lag. benahi dulu tampilan awalnya.
Adjie AGUES,5,2025-05-25 14:34:47,sangat membantu bagi aku terimakasih Shopee.
Wayan Yan,5,2025-05-25 14:34:37,Aman cepat terpercaya
Rezqy Tms,1,2025-05-25 14:32:30,barang gak nyampe eh malah dibalikin ke penjual tanpa konfirmasi udah nunggu lama dan butuh barang itu saya tolong diperbaiki lagi
Dimas Guntur Saputra,1,2025-05-25 14:31:52,aplikasinya cacat!
Agus Hermawan,5,2025-05-25 14:31:48,tempat belanja yg menguntungkan belanja cukup simpel
Niken Larasati,5,2025-05-25 14:30:11,pengiriman cepat harga dan kualitas sesuai
Lilik,5,2025-05-25 14:28:34,selalu sesuai orderan dan yang tak kalah penting gratis ongkir
Nino Nakano (Nino),1,2025-05-25 14:26:30,shoope food makin gak jelas map gak muncul muncul jadi gak tau kurir ada dimana
Nimi Aqil,5,2025-05-25 14:26:03,aplikasi nya sangat bagus
Muhammad ronan Arjuna,5,2025-05-25 14:25:25,mantap
Nur Hayati,5,2025-05-25 14:25:13,barang yang datang selalu sesuai💗
Luthfi Rohman,5,2025-05-25 14:25:03,mantap
Gua Richard,5,2025-05-25 14:24:56,josss
Dian Yanti,5,2025-05-25 14:24:33,sangat membantu untuk berbelanja
Hasbi Halluid,1,2025-05-25 14:21:54,"aplikatornya terlalu mengambil byk keuntungan dri driver Shoppee,kebyakan ongkirnya terlalu di manipulasi.Ongkir makin ditekan/di kurangi bahkan tidak sesuai dengan jarak tempuhnya.,"
Technology Ai,1,2025-05-25 14:21:07,ubah akun & KTP aja dipersulit
Rizki Ramadhana,5,2025-05-25 14:21:07,tidak banyak kegunaan
Rosmawati,5,2025-05-25 14:19:50,"Saya belanja di Shopee suka banget.. sdh harga nya murah dn bagus barang.. asal pinter milih "" klo mau yg bagus.. penjual nya jg ramah fast respon.. tapi ada juga penjual yg tdk Amanah atau tdk sesuai barang nya.. itu hanya sdkt si.. ada jg penjual yg di komplen mau gnti dng voucher bila barang tdk sesuai atau ada yg rusak.. pokoknya bagus lah.. Shopee.. saran sy untk penjual mohon Amanah sesuai yg di jual.. dn Shopee..lebih teliti dng penjual supaya penjual bertanggung jwb dng jualannya."
Roozi A,5,2025-05-25 14:18:24,"aplikasi bagus udah lama jadi langganan besar saya di sope tapi belanja pakai playlater saya orang buta huruf kurang paham pakai playlater, cuma yang tahu nya saya belanja cod saja tahu, tidak apa tidak ada gratis ongkir yang penting bisa belanja lagi, cuma akun saya jadi playlater gimana mau belanja lagi .mohon kepada Mimin tingkat lagi shopee biar lebih baik.👍😊"
Sukri Ganteng,5,2025-05-25 14:18:17,"tks Shopee,,,,💪💪💪"
Nita Fitri,5,2025-05-25 14:18:09,platform belanja paling terpercaya
Nazril Vanreza,5,2025-05-25 14:17:50,bagus mantap
Tata Suryana,1,2025-05-25 14:17:21,"dasar apk lemot,udh d update masih aja lemot"
Dewi Dewi,5,2025-05-25 14:16:52,baik boleh lht lht sini sesuai barang variasi
Dudung Pekok,1,2025-05-25 14:16:47,ganggu orang nonton aja
Gatot Ming,3,2025-05-25 14:14:48,"perlu dilakukan penyesuai dlm menjawab pertanyaan customer yg dijawab oleh AI dan perhitungan estimasi di buat mendekati ke akuratan krn dijadikan patokan waktu oleh customer, jd janji voecher bukan hanya janji palsu"
DEWI ROHMAH,5,2025-05-25 14:14:39,good
Wadill Wadill,5,2025-05-25 14:14:35,"saya sangat suka dengan apk shopee, karena apa?, yaa karena pengiriman nya yang sangat cepat dan barang nya yang bagus dan mulus and menarikkkk👌"
Mardiana Bintu Munawar,5,2025-05-25 14:14:25,apiklah
Jengkol 2mg,5,2025-05-25 14:14:00,mantap jiwaa✌️
Risky Yuliana,5,2025-05-25 14:11:19,amanah
Fahmi Zulian,5,2025-05-25 14:10:09,ok lah
Ahyaniaj Dua,1,2025-05-25 14:07:37,"Aplikasi shopee sekarang banyak paket gak jelas, di daerah saya banyak korban. paket dikirim mengatasnamakan nama dana alamat si penerima. Tetapi bukan dari apalikasi yang di buat oleh si penerima."
agustinus barus,5,2025-05-25 14:06:24,Sesuai dengan pesanan
Mohd mulya ikhsan,5,2025-05-25 14:03:26,oke
chika Geming,5,2025-05-25 14:03:18,sgt bagus sekali
WIRIYANTO,2,2025-05-25 14:03:09,"Ini Shopee Knp, Kok Ga Bisa Lanjut Ke Pembayaran udah Di Ulang2 Sampai Install Ulang Tetep Ga Bisa Mohon Di Perbaiki........."
awalu din,1,2025-05-25 14:01:49,"Smakin berat, smakin rakus"
nurvita anggraini,5,2025-05-25 13:57:52,Membantu sekalii kalau males belanjaa ke luar tinggal kring dan datang hahaha apalagii sering gratis ongkirr
Asna Asyila,5,2025-05-25 13:57:33,suka dweh sama shoppe dateng nya cepat barang barang nya juga bagus bagus
Pengguna Google,1,2025-05-25 13:57:30,"kalo pesen shopee food LAMA BANGET dapet driver nya udah nungguin hampir SATU JAM tuh buat driver doang biasanya juga udah langsung dapet, bikin ga mood makan aja"
Intan Amanda,1,2025-05-25 13:57:19,PENIPUAN.
Harki Palawa07,5,2025-05-25 13:56:30,apk nya bagus dan amanah
"Anis Zuliatri, S.Pd.",5,2025-05-25 13:56:22,aplikasi ini sangat memudahkan kita untuk belanja
Hari Suryadi,5,2025-05-25 13:54:55,oke
Mas Chebonk,5,2025-05-25 13:54:24,aplikasi nya gampang banget
Sandra Sanger,5,2025-05-25 13:54:21,tolong dong sistim COD dibuka
Lie Hokkian,5,2025-05-25 13:53:59,Mau cari belanja apa aja semua ada di Shopee senang belanja disini 😉👌
BISRI NDEMET,5,2025-05-25 13:53:11,oke
Syah Rul,5,2025-05-25 13:53:06,aplikasi yang sangat membantu untuk melakukan pembelian dan juga lumayan murah👍👍
wi darto,5,2025-05-25 13:51:41,minusnya lemot
Muslik Sugianto,5,2025-05-25 16:35:18,baik
Lukman Tunuu,5,2025-05-25 16:34:52,bagus dan membantu
Fun Min,5,2025-05-25 16:34:15,Suka sekali belanja di shopee.banyak bonus nya.mantap shopee.😊😊😊👍. 👍
Indri Novita,5,2025-05-25 16:34:08,memuaskan
Khanaya Assyifa,5,2025-05-25 16:31:06,belanja online yang mudah sekali
arif fahrudin,5,2025-05-25 16:31:04,maknyus
HN AMRI,5,2025-05-25 16:30:45,kurir rekomendasi shopee sangat cepat
Boy Min,5,2025-05-25 16:30:33,aplikasi yg sangat membuat belanja yg semakin mudah
akbar jaya,5,2025-05-25 16:29:28,Keren
Wahyudi Arianto,5,2025-05-25 16:29:26,luar biasa
Agung Wijaya,5,2025-05-25 16:28:44,TOP MARKOTOP
Lida Nur,5,2025-05-25 16:28:09,terbantu dengan ada nya shopee
Multi Hasby,5,2025-05-25 16:26:27,pelayanan bagus pengiriman sesuai terimakasih
Dashhh Ucihaa,5,2025-05-25 16:26:12,pelayanan Shopee terbaik
Samsi Nur iman,5,2025-05-25 16:25:21,belanja bisa di mana saja... simple
Chece Abdul Manap,2,2025-05-25 16:25:08,"pengiriman lama banget sekarang udh 5 hari belum sampe"" 🤦"
Asqia Jpr,3,2025-05-25 16:24:54,bgus
fadzza laptop,5,2025-05-25 16:24:24,sangat membantu untuk keperluan berbelanja
Almahyra Almahyra,5,2025-05-25 16:23:17,mantap
Deril Permana,5,2025-05-25 16:21:47,Alhamdulillah aplikasi nya bagus dan proses cepat dan mudah
Ahuat. Jr,5,2025-05-25 16:20:30,"belanja terjankau ,💯👍"
Ahmadi Adi,5,2025-05-25 16:20:28,ok
edi susanto,5,2025-05-25 16:20:16,ok
Robby Waworuntu,5,2025-05-25 16:20:15,sesuai jadwal
Keluarga Asnawi,5,2025-05-25 16:18:56,selalu amanah
Citra Sembiring,5,2025-05-25 16:18:13,Happy shoping
Tommy Saputra,5,2025-05-25 16:17:45,Aplikasi mudah dan claim prodak yg tdk sesuai cepat prosesnya.
Robi Maulana,5,2025-05-25 16:16:18,"mantaaapppp...selalu gratis ongkir,pilihan produk lengkap,qualitas produk toko BS dinilai berkala,🌟⭐🌟👍💯..saran : fitur pencarian produk yg msh kurang akurat"
Jaya Saputra,4,2025-05-25 16:16:01,maps pengiriman kadang muncul kadang tidak sama pengirimannya sekarang jadi agak lambat
Erna Renate Djaga kota,5,2025-05-25 16:15:56,mantap
Sutriatno,5,2025-05-25 16:15:43,aplikasi ini sangat bagus
IHIAMI Marahullah,5,2025-05-25 16:15:29,bagus barangnya
Roni Rina,4,2025-05-25 16:12:36,"GK suka sama kurir nya,Erin.kurir nya judes dan konsumen yang ambil ke rumah kurir, bukan kurir nya yang anter ke rumah konsmennya,tapi kalo dari shopee nya,belanja puas, harga murah, kualitas bagus, terimakasih shopee"
Edy Maksum,5,2025-05-25 16:12:04,layanan cepat tapi sayang payletter saya masih di bekukan padahal walaupun telat tapi tetep di bayar lunas...
Maulana Rahman,5,2025-05-25 16:12:04,Puas belanja di shopee
MERLYN ISABELLA ELYSABETH,5,2025-05-25 16:11:37,memuaskan
ozi meaty,1,2025-05-25 16:09:55,sering bug
Rio Caem,3,2025-05-25 16:09:50,kasih 3 dllu soal nya baru pakai shopie
Tasya Kaila putri,5,2025-05-25 16:06:50,aplikasi ini sangat berguna untuk memesan barang yg gak ada di kota kita
Rudi Santoso,5,2025-05-25 16:04:16,barang bagus sesuai pesanan . pengiriman siiip . kurir ramah . terima kasih shopee
Eduar Efendi,5,2025-05-25 16:03:46,pertahan kan kekonsistenan demi kepuasan konsumen
Safii Wonggondoarum,3,2025-05-25 16:03:38,"ngapain ribet pake akun,cukup nomer hp aja untuk masuk kenapa?lagian juga ntar kalo mau belanja juga pake alamat lengkap,juga apk terlalu berat untuk di di buka,harusnya buka langsung tampil,makanya ga terlalu nyaman di sini tapi kadang butuh,ahirnya abis blanja hapus lagi donlod lagi sbb masuknya ribet harus pake akun segala"
Nur Aini14,5,2025-05-25 16:03:22,baguss dan baik..
Faramitha Yulia,5,2025-05-25 16:02:12,selalu sukses selalu
Suparmin Parmin,5,2025-05-25 16:01:44,paket Shopee emang tepat waktu
Arin Da,5,2025-05-25 16:01:26,ok
Jainul Arifin,5,2025-05-25 16:00:20,kiriman.pilihan. semua baik
M.assyifa Ailatun hudori,1,2025-05-25 16:00:12,bisa GK sih GK ush ada iklan shopee di website website chrome gw mau baca manga susah ke aplikasi shopee trs tolong jangan pasang iklan di website website chrome dan yang lainnya.
Mansur Asnawi,5,2025-05-25 15:58:47,Mantap banget
Ujang Sutomo,4,2025-05-25 15:58:32,lebih ditingkatkan lagi promosi nya
BASMI Virus,1,2025-05-25 15:58:17,COD GA BISA
siswo prayitno,5,2025-05-25 15:58:08,mantab
RIZT,1,2025-05-25 15:56:22,"minta update doank...tapi...layanan..? - ada bug di status pesanan yg selesai yg masih statusnya LACAK ga ada PESANAN SELESAI,, Walaupun paket sudah di terima kelamaan di prosea kemas. -pengajuan pembatalan/pengembalian juga lama."
Uwoh Ismatullah,5,2025-05-25 15:52:09,Mantap jiwa pokonya best
Aura,5,2025-05-25 15:50:50,senang belanja dishopee
Ibunda Iis,5,2025-05-25 15:50:13,bagusssss puolll
Indonesia Raya,5,2025-05-25 15:49:18,"mantab, sangat membantu"
Bawi BujangCAZ,5,2025-05-25 15:49:01,bagus kali wakk
Mohamad isroni Isroni,5,2025-05-25 15:48:41,mantaabb lahh pokoknya shoppe
Akun gak hoki Gak hoki,5,2025-05-25 15:48:31,tolong kurangin ruang nya gak soal nya aku gak bisa instal aplikasi ini
Wicaq Rizky,5,2025-05-25 15:48:20,"Shopee is the simplest, fastest & best online shop."
Ap rizal,5,2025-05-25 15:48:08,ok.
Siti Aminah,5,2025-05-25 15:47:34,top
Fahrur Farozi,5,2025-05-25 15:47:33,termurah pasti di shopee
rina khairina,5,2025-05-25 15:46:25,"mudah,murah dan nyaman.pengiriman juga cepat..."
AMINOMAN,4,2025-05-25 15:46:24,kadang ad aj penipu makan nya rada males tapi boleh lah gk kaya toko sebelah banyak diskon tapi isi nya penipu semua
Made Mardhika,1,2025-05-25 15:46:01,jelek
Leu Mas,5,2025-05-25 15:42:52,memudahkan anda dalam membeli barang dan dapat di percaya
Khairu nnas,5,2025-05-25 15:41:45,cukup bermanfaat
Apri,4,2025-05-25 15:41:39,"tambahkan nomer kurir dalam pengiriman pesan pada saat ""pesanan dalam proses pengantaran"""
Zahara Aulia,5,2025-05-25 15:41:05,suka banget sama pelayanan luv gercep bangetttt❤️❤️❤️❤️❤️
Brdk Argob,5,2025-05-25 15:40:35,sangat bagus untuk dijadikan Sebagai Kebutuhan Modal
rudy hartono,5,2025-05-25 15:39:14,puas dg pelayanannya....tingkat kan terus
KIKI ABADI,5,2025-05-25 15:39:11,puasss
Jeanne Hattu,5,2025-05-25 15:37:04,Selama saya pakai ok lha. Hanya lebih ditingkatkan lagi pelayanannya Shopee 🖐
Agus Sutopo,3,2025-05-25 15:35:44,siip
Pusaka Yasa05,5,2025-05-25 15:35:11,hampir semua penjual d shopee real/ sesuai
Udi Rakhmadi,5,2025-05-25 15:35:02,banyak pilihan
dedi Did,5,2025-05-25 15:32:10,barang Bagus
Rivatul20 Speed,3,2025-05-25 15:31:57,kalau di sini di tempat saya kurir spx nya tidak mendukung. smuanya tidak ramah
Tommy Kings music,5,2025-05-25 15:31:18,mantap selalu pas dan benar
Zan Di,1,2025-05-25 15:29:25,buruk....... spayateerr autol terus
Gembong Konsul Alam,5,2025-05-25 15:29:11,aplikasi sangat berguna
Monest Jae,5,2025-05-25 15:28:43,"Bagus,,pertahankan,,,!!!"
Muh Adi Putra,5,2025-05-25 15:28:19,bagus
Widodo Saputro,5,2025-05-25 15:27:18,prodakya bagus dan pengiriman cepat
Uni Yunita,1,2025-05-25 15:25:41,ntah kenapa saya login ke akun google saya tp tdk di temukan akun Shopee syaa padahal di situ udh sering chek out
Bustanul Arifin,5,2025-05-25 15:25:34,barang bagus dan pengiriman cepat dan amanah. trimakasih shopee
emi nge game Uwu,5,2025-05-25 15:24:41,Coba aja dulu ntar kali bgs bin 5
Saepul Umar,5,2025-05-25 15:24:25,mantap pisan
Bagus Dwi ardianata,3,2025-05-25 15:24:20,"hal yg sangat mengganggu menurut saya , baru buka shopee langsung ada iklan muncul ,dan sangat mengganggu , akhir nya g jadi buka , akhir nya beralih ke toko tokped , ini bisa jadi bumerang buat shopee karna konsumen keganggu dan beralih ke brand lain ,"
agungtmpn agungtmpn,5,2025-05-25 15:24:06,bagus banget. mudah dan simpel
Aries Awantara,5,2025-05-25 15:23:21,ok
Rina Silalahi,5,2025-05-25 15:23:15,sangat bagus pertahankan
Rohanah Oi,5,2025-05-25 15:22:03,"okee okee, mantep mantep"
erlina Junita,2,2025-05-25 15:20:43,shope sekarang ekspedisinya lelet mana paketku sering hilang lg dak tw lah shoppe ni na nyuruh wong pindah haluan mngkin
M Luthfi,5,2025-05-25 15:19:06,"gak pernah belanja ke aplikasi sebelah, slalu dsini aja, shoope emang keren"
Marlian Marlian,5,2025-05-25 15:19:00,baguss
Jerry Rustanto,1,2025-05-25 15:18:50,"Selama ini menggunakan shoppe barang selalu sampai tepat waktu sesuai estimasi pengiriman,. Namun pelayanan spaylater dan spinjam sungguh sangat mengecewakan."
Thejry,1,2025-05-25 15:17:41,kocak bgt disuruh update malah stack di 86%.. jadi gabisa liat live dan fitur lainya kayak gabisa digunakan.. kocak ni apk
Zidan Anggara,5,2025-05-25 15:16:27,bagus banget
Fendoy 6520,5,2025-05-25 15:15:17,aplikas ini cukup baik dan bsa di percaya
Miftah Farid,5,2025-05-25 15:14:21,mantap
jimmy galung,5,2025-05-25 15:13:48,membantu sekali untuk memperlengkap isi rumah dan bodyman
Dion Alvaro,5,2025-05-25 15:13:46,tolong expedisi merah di ikutkan lagi donk.... terimakasih
Desi Anto,5,2025-05-25 15:13:44,saya puas dengan pelayanan yg diberikan
Muhammad Salim,5,2025-05-25 15:12:48,pelayanan cepat tanggap cekatan murah meria sering sering kasi bonusya
Aep Saepuloh,5,2025-05-25 15:12:40,semoga tambah sukses ajah
Muhammad Rofiq,5,2025-05-25 15:11:59,lumayan biar dikit lama lam jadi bukit
Ali Mualam,5,2025-05-25 15:10:47,barang sesuai sama yang di pesan
Reza Luthfin Mahiranda,1,2025-05-25 15:10:38,"kecewa berat dengan shopee, memang ini salahku karena baru pertama order hp lewat online, hp (baru, toko official) yang saya terima mengalami kerusakan dan tidak bisa direturn hanya karena lupa video unboxing. padahal bukti lain sudah kuat, memang salahku tapi tetap saja kecewa dan rugi 5jt. jalan satu satunya cuma lewat service center(yang jauh dari rumah) untuk mewaraskan dengan cara klaim garansi ,!.."
Kasim Sim,5,2025-05-25 15:10:17,terimakasih shpee
Tommy Surabaya,1,2025-05-25 15:07:41,"app berlanja yang sangat buruk sekali, udah pengiriman lambat sekali, pernah ketipu estimasi tgl 25 malah dikirim tanggal 26, belanja GK komplit, app memakan stronge banyak, pengiriman spx sangat lambat, haduh bnyk nipu ya, lelet dihape iya, call center hanya sekelas bot bukan manusia, udahlah kapok gw belanja dsni,. dan tidak kemajuan soal, app yang berat, pengiriman lama GK pernah diperbaiki, diskon aja kecil bngt, dan sponsor aja digedein sekaian terimakasih"
Adi Arios,5,2025-05-25 15:07:29,oke
Sya,1,2025-05-25 15:07:14,"lemot setengah mati,padahal sinyal bagus. hp juga bukan hp kentang. huat up vidio aja lwemoooot harus nunggu ½jam itupun kalo bisa"
Lintang Bimantoro,1,2025-05-25 15:05:11,pengiriman lelet 4 hari blm nyampe uninstal pindah lazada aja
Naila amalia Putri,5,2025-05-25 15:04:46,cakep deh
Dwi Sudarwadji,1,2025-05-25 15:03:52,"buat pengembang aplikasi, tlg di cek lagi jgn² ada virusnya"
Andik Wirawan,5,2025-05-25 15:03:39,sanggat2 baik dan mudah belanja
Agusari Anto,5,2025-05-25 15:03:32,harga harga lebih ekonomis serta biaya pengiriman yang lebih murah👌👍👍
A Ba,5,2025-05-25 15:02:29,"ok belanja shoope,,,lebih murah dn gratis ongkir,,, belanja di shopee byk bgt diskonan nya,,,apa lagi pake shopee plus,,,pulll mantuuulllll,,,,👍🏻👍🏻👍🏻👍🏻"
mugi yanti,5,2025-05-25 15:00:14,mudah
Jaya Simbolon,5,2025-05-25 14:57:42,apk yang sangat menarik dan direkomendasikan sekali
Yogi Vinanta,5,2025-05-25 14:56:22,keren
cicel cicel,5,2025-05-25 14:56:18,lebih baik belanja d shopie
Y.P TV,5,2025-05-25 14:54:07,sangat membantu...
Sumber Rejeki,5,2025-05-25 14:54:03,"𝕓𝕒𝕣𝕒𝕟𝕘 𝕤𝕖𝕝𝕒𝕝𝕦 𝕞𝕖𝕞𝕦𝕒𝕤𝕜𝕒𝕟,"
galuh ario,4,2025-05-25 14:54:01,"aplikasi yang bagus terutama adanya shopee coin, tapi tolong sediakan fitur pencarian di bagian keranjang"
Yuli,5,2025-05-25 14:52:14,suka sesuai keinginan
radi sumarno61,5,2025-05-25 14:48:17,"kalau ada refund barang cepat dalam penyelesaiannya......ada kekurangan, uang refund tidak masuk langsung rekening pembeli, dipending shopeepay"
Nizar Ridho Ahsani,2,2025-05-25 14:48:08,setiap paket proses nya lambat
Putra Candisari Channel,5,2025-05-25 14:47:24,mantab
nadira azzaahra,4,2025-05-25 14:46:50,aku suka sihhh bisa beli ini ituu lihat ini itu berguna sih utk akuuu
Nazifa Fahira,5,2025-05-25 14:46:26,Alhamdulillah sangat bagus
LAGI HITS,4,2025-05-25 14:46:21,oke aja
Nurkholis majid,4,2025-05-25 14:46:11,oke
wawan darmawan,5,2025-05-25 14:46:04,semakin tepat waktu
Siti Mainal Sari,5,2025-05-25 14:45:27,Alhamdulillah baik
Khairul Fatimah,5,2025-05-25 14:45:26,sangat menyenangkan
Mutia Lievi han,5,2025-05-25 14:44:20,saangattt bagusss
Nezz_syaa,5,2025-05-25 14:44:17,suka bangett sama Shopee jadi gampang klo mau beli apa apa lebih hemat plus banyak banget cara buat dapet voucher nya gass lah install
Dina Milan,5,2025-05-25 14:42:51,aplikasi nya baguss tapi jika kita memesan barang tidak ada notif nya
Pad Il,1,2025-05-25 14:42:30,"aplikasi ini, cukup membantu dan memudahkan saya, untuk belanja keperluan sehari saya. trimakasi Shopee👍"
Babang Nur,5,2025-05-25 14:41:47,mantap
FF Fifa mobile,3,2025-05-25 14:41:36,lumayan
Afan Ckm,5,2025-05-25 14:37:29,mantap 🗿🗿😹😹😹😹
Bulle Onars,5,2025-05-25 14:36:54,nice
BOEDY NADIRA,5,2025-05-25 14:35:34,Barangnya selalu real pict..thks shopee
tri gigih sp,1,2025-05-25 14:35:16,tiap buka shopee selalu bunyi orang live. aplikasi udah berat juga. sering nge lag. benahi dulu tampilan awalnya.
Adjie AGUES,5,2025-05-25 14:34:47,sangat membantu bagi aku terimakasih Shopee.
Wayan Yan,5,2025-05-25 14:34:37,Aman cepat terpercaya
Rezqy Tms,1,2025-05-25 14:32:30,barang gak nyampe eh malah dibalikin ke penjual tanpa konfirmasi udah nunggu lama dan butuh barang itu saya tolong diperbaiki lagi
Dimas Guntur Saputra,1,2025-05-25 14:31:52,aplikasinya cacat!
Agus Hermawan,5,2025-05-25 14:31:48,tempat belanja yg menguntungkan belanja cukup simpel
Niken Larasati,5,2025-05-25 14:30:11,pengiriman cepat harga dan kualitas sesuai
Lilik,5,2025-05-25 14:28:34,selalu sesuai orderan dan yang tak kalah penting gratis ongkir
Nino Nakano (Nino),1,2025-05-25 14:26:30,shoope food makin gak jelas map gak muncul muncul jadi gak tau kurir ada dimana
Nimi Aqil,5,2025-05-25 14:26:03,aplikasi nya sangat bagus
Muhammad ronan Arjuna,5,2025-05-25 14:25:25,mantap
Nur Hayati,5,2025-05-25 14:25:13,barang yang datang selalu sesuai💗
Luthfi Rohman,5,2025-05-25 14:25:03,mantap
Gua Richard,5,2025-05-25 14:24:56,josss
Dian Yanti,5,2025-05-25 14:24:33,sangat membantu untuk berbelanja
Hasbi Halluid,1,2025-05-25 14:21:54,"aplikatornya terlalu mengambil byk keuntungan dri driver Shoppee,kebyakan ongkirnya terlalu di manipulasi.Ongkir makin ditekan/di kurangi bahkan tidak sesuai dengan jarak tempuhnya.,"
Technology Ai,1,2025-05-25 14:21:07,ubah akun & KTP aja dipersulit
Rizki Ramadhana,5,2025-05-25 14:21:07,tidak banyak kegunaan
Rosmawati,5,2025-05-25 14:19:50,"Saya belanja di Shopee suka banget.. sdh harga nya murah dn bagus barang.. asal pinter milih "" klo mau yg bagus.. penjual nya jg ramah fast respon.. tapi ada juga penjual yg tdk Amanah atau tdk sesuai barang nya.. itu hanya sdkt si.. ada jg penjual yg di komplen mau gnti dng voucher bila barang tdk sesuai atau ada yg rusak.. pokoknya bagus lah.. Shopee.. saran sy untk penjual mohon Amanah sesuai yg di jual.. dn Shopee..lebih teliti dng penjual supaya penjual bertanggung jwb dng jualannya."
Roozi A,5,2025-05-25 14:18:24,"aplikasi bagus udah lama jadi langganan besar saya di sope tapi belanja pakai playlater saya orang buta huruf kurang paham pakai playlater, cuma yang tahu nya saya belanja cod saja tahu, tidak apa tidak ada gratis ongkir yang penting bisa belanja lagi, cuma akun saya jadi playlater gimana mau belanja lagi .mohon kepada Mimin tingkat lagi shopee biar lebih baik.👍😊"
Sukri Ganteng,5,2025-05-25 14:18:17,"tks Shopee,,,,💪💪💪"
Nita Fitri,5,2025-05-25 14:18:09,platform belanja paling terpercaya
Nazril Vanreza,5,2025-05-25 14:17:50,bagus mantap
Tata Suryana,1,2025-05-25 14:17:21,"dasar apk lemot,udh d update masih aja lemot"
Dewi Dewi,5,2025-05-25 14:16:52,baik boleh lht lht sini sesuai barang variasi
Dudung Pekok,1,2025-05-25 14:16:47,ganggu orang nonton aja
Gatot Ming,3,2025-05-25 14:14:48,"perlu dilakukan penyesuai dlm menjawab pertanyaan customer yg dijawab oleh AI dan perhitungan estimasi di buat mendekati ke akuratan krn dijadikan patokan waktu oleh customer, jd janji voecher bukan hanya janji palsu"
DEWI ROHMAH,5,2025-05-25 14:14:39,good
Wadill Wadill,5,2025-05-25 14:14:35,"saya sangat suka dengan apk shopee, karena apa?, yaa karena pengiriman nya yang sangat cepat dan barang nya yang bagus dan mulus and menarikkkk👌"
Mardiana Bintu Munawar,5,2025-05-25 14:14:25,apiklah
Jengkol 2mg,5,2025-05-25 14:14:00,mantap jiwaa✌️
Risky Yuliana,5,2025-05-25 14:11:19,amanah
Fahmi Zulian,5,2025-05-25 14:10:09,ok lah
Ahyaniaj Dua,1,2025-05-25 14:07:37,"Aplikasi shopee sekarang banyak paket gak jelas, di daerah saya banyak korban. paket dikirim mengatasnamakan nama dana alamat si penerima. Tetapi bukan dari apalikasi yang di buat oleh si penerima."
agustinus barus,5,2025-05-25 14:06:24,Sesuai dengan pesanan
Mohd mulya ikhsan,5,2025-05-25 14:03:26,oke
chika Geming,5,2025-05-25 14:03:18,sgt bagus sekali
WIRIYANTO,2,2025-05-25 14:03:09,"Ini Shopee Knp, Kok Ga Bisa Lanjut Ke Pembayaran udah Di Ulang2 Sampai Install Ulang Tetep Ga Bisa Mohon Di Perbaiki........."
awalu din,1,2025-05-25 14:01:49,"Smakin berat, smakin rakus"
nurvita anggraini,5,2025-05-25 13:57:52,Membantu sekalii kalau males belanjaa ke luar tinggal kring dan datang hahaha apalagii sering gratis ongkirr
Asna Asyila,5,2025-05-25 13:57:33,suka dweh sama shoppe dateng nya cepat barang barang nya juga bagus bagus
Pengguna Google,1,2025-05-25 13:57:30,"kalo pesen shopee food LAMA BANGET dapet driver nya udah nungguin hampir SATU JAM tuh buat driver doang biasanya juga udah langsung dapet, bikin ga mood makan aja"
Intan Amanda,1,2025-05-25 13:57:19,PENIPUAN.
Harki Palawa07,5,2025-05-25 13:56:30,apk nya bagus dan amanah
"Anis Zuliatri, S.Pd.",5,2025-05-25 13:56:22,aplikasi ini sangat memudahkan kita untuk belanja
Hari Suryadi,5,2025-05-25 13:54:55,oke
Mas Chebonk,5,2025-05-25 13:54:24,aplikasi nya gampang banget
Sandra Sanger,5,2025-05-25 13:54:21,tolong dong sistim COD dibuka
Lie Hokkian,5,2025-05-25 13:53:59,Mau cari belanja apa aja semua ada di Shopee senang belanja disini 😉👌
BISRI NDEMET,5,2025-05-25 13:53:11,oke
Syah Rul,5,2025-05-25 13:53:06,aplikasi yang sangat membantu untuk melakukan pembelian dan juga lumayan murah👍👍
wi darto,5,2025-05-25 13:51:41,minusnya lemot
Muslik Sugianto,5,2025-05-25 16:35:18,baik
Lukman Tunuu,5,2025-05-25 16:34:52,bagus dan membantu
Fun Min,5,2025-05-25 16:34:15,Suka sekali belanja di shopee.banyak bonus nya.mantap shopee.😊😊😊👍. 👍
Indri Novita,5,2025-05-25 16:34:08,memuaskan
Khanaya Assyifa,5,2025-05-25 16:31:06,belanja online yang mudah sekali
arif fahrudin,5,2025-05-25 16:31:04,maknyus
HN AMRI,5,2025-05-25 16:30:45,kurir rekomendasi shopee sangat cepat
Boy Min,5,2025-05-25 16:30:33,aplikasi yg sangat membuat belanja yg semakin mudah
akbar jaya,5,2025-05-25 16:29:28,Keren
Wahyudi Arianto,5,2025-05-25 16:29:26,luar biasa
Agung Wijaya,5,2025-05-25 16:28:44,TOP MARKOTOP
